id,name,url,description,section_l1,section_l2,platforms,is_open_source,is_recommended,source_file,source_line
endpoint-apps-apple,Endpoint,https://apps.apple.com/tr/app/endpoint-http-client/id6755891816?mt=12,"Native macOS API client with WebSocket support, performance testing, and customizable themes. 🍎",Developer Tools,API Development,cli|macos|web,false,false,README.md,271
epic-games-store-epicgames-com,Epic Games Store,https://epicgames.com/store/en-US,Platform for exclusive and free games. 🪟 🍎,Games,,general|macos|windows,false,false,README.md,437
eppie-mail-github-com,Eppie Mail,https://github.com/Eppie-io/Eppie-App,"Open-source email client with local AI agents and full support for Gmail, Outlook, and Proton Mail. 🪟 🍎 🐧 🟢",Communication,Email Clients,cli|linux|macos|windows,true,false,README.md,176
eryph-zero-eryph-io,eryph-zero,https://eryph.io,"Tool for building VMs as if they were running in the cloud, but locally on Windows. 🪟 🟢",Developer Tools,Virtualization,windows,true,false,README.md,326
etherpad-etherpad-org,Etherpad,https://etherpad.org,Real-time collaborative text editor. 🪟 🍎 🐧,Documents,Office Suites,general|linux|macos|windows,false,false,README.md,339
euki-eukiapp-org,Euki,https://eukiapp.org,Privacy-first period tracker with sexual health resources and local-only data storage. 🤖 🍎 🟢,Health and Wellness,,mobile,false,false,MOBILE.md,339
evernote-evernote-com,Evernote,https://evernote.com,"Capture, organize, and search notes across devices. 🤖 🍎",Note Taking,,android|ios|mobile,false,false,MOBILE.md,232
everything-voidtools-com,Everything,https://voidtools.com,Fast file search tool indexing the entire file system. 🪟 ⭐,Utility,File Management,general|windows,false,true,README.md,723
exif-pilot-exifpilot-com,Exif Pilot,https://www.exifpilot.com,"View and edit metadata for images, videos, and audio files. 🤖 🍎",Utility,Metadata,android|ios|mobile,false,false,MOBILE.md,351
exiftool-exiftool-org,ExifTool,https://exiftool.org,Command-line tool for editing metadata in various file types. 🪟 🍎 🐧 ⭐,Utility,Metadata,general|linux|macos|windows,false,true,README.md,697
explorerpatcher-github-com,ExplorerPatcher,https://github.com/valinet/ExplorerPatcher,Restores and enhances the classic taskbar and system elements. 🪟 🟢,Customize,System Customization,general|windows,true,false,README.md,207
fairemail-email-faircode,FairEmail,https://email.faircode.eu,Lightweight open-source email client with strong privacy features. 🤖 🟢,Communication,Email Clients,android|cli|mobile,true,false,MOBILE.md,137
fan-control-getfancontrol-com,Fan Control,https://getfancontrol.com,Software for managing and controlling system fans. 🪟,Utility,,general|windows,false,false,README.md,661
fancyzones-github-com,FancyZones,https://github.com/microsoft/PowerToys,Snap and arrange windows in multi-monitor setups. 🪟 🟢 ⭐,Utility,Window Management,windows,true,true,README.md,705
far-manager-farmanager-com,Far Manager,https://farmanager.com,File and archive manager with advanced functionality. 🪟,Utility,File Management,general|windows,false,false,README.md,725
fastcopy-fastcopy-jp,FastCopy,https://fastcopy.jp,Copy and move files in batch. 🪟,Data Management,Copy and Move,general|windows,false,false,README.md,236
fastedit-fastedit-frozenassassine,Fastedit,https://fastedit.frozenassassine.de,Minimal text editor with a frost glass background and basic text editing tools. 🪟 🟢,Text Editors,,general|windows,true,false,README.md,398
fastflix-github-com,FastFlix,https://github.com/cdgriffith/FastFlix,"GUI for fast encoding with H.264, HEVC, and AV1 support. 🪟 🟢",Video,Video Converters and Compressors,general|windows,true,false,README.md,625
ffmpeg-ffmpeg-org,FFmpeg,https://ffmpeg.org,Powerful tool for format conversion and multimedia editing. 🪟 🍎 🐧 🟢 ⭐,Video,Video Converters and Compressors,general|linux|macos|windows,true,true,README.md,623
figma-figma-com,Figma,https://figma.com,Collaborative interface design tool for building UI/UX projects. 🪟 🍎 🐧,Graphics Tools,,general|linux|macos|windows,false,false,README.md,500
file-manager-play-google,File Manager+,https://play.google.com/store/apps/details?id=com.alphainventor.filemanager,Lightweight file manager with support for cloud storage and FTP. 🤖,Data Management,Copy and Move,android|mobile,false,false,MOBILE.md,168
fileapp-digidna-net,FileApp,https://www.digidna.net/fileapp,File manager to organize and transfer files between devices. 🍎,Data Management,Copy and Move,ios|mobile,false,false,MOBILE.md,169
filelight-kde-org,Filelight,https://kde.org/applications/utilities/org.kde.filelight,Visualizer with a circular sunburst chart. 🪟 🍎 🐧,Utility,Space Visualizer,general|linux|macos|windows,false,false,README.md,757
files-files-community,Files,https://files.community/download,Modern file manager for easy file organization. 🪟 🟢,Utility,File Management,general|windows,true,false,README.md,726
files-by-google-files-google,Files by Google,https://files.google.com,"Manage, organize, and free up storage with smart recommendations. 🤖",Data Management,Copy and Move,android|mobile,false,false,MOBILE.md,166
filezilla-filezilla-project-org,FileZilla,https://filezilla-project.org,"Reliable FTP, FTPS, and SFTP client for remote management. 🪟 🍎 🐧",Utility,File Management,cli|linux|macos|windows,false,false,README.md,728
firefox-mozilla-org,Firefox,https://mozilla.org/en-US/firefox,Browser with privacy and customization. 🪟 🍎 🐧 🟢,Browsers,,linux|macos|web|windows,true,false,README.md,143
firefox-mozilla-org,Firefox,https://www.mozilla.org/firefox,Privacy-focused browser with customizable extensions and tracking protection. 🤖 🍎 🟢,Browsers,,android|ios|mobile|web,true,false,MOBILE.md,117
fl-studio-mobile-image-line-com,FL Studio Mobile,https://www.image-line.com/fl-studio-mobile,Portable DAW with a full suite of audio editing tools. 🤖 🍎,Audio,Music Production,android|ios|mobile,false,false,MOBILE.md,111
flameshot-flameshot-org,Flameshot,https://flameshot.org,Customizable screenshot tool with an easy-to-use interface and built-in editor. 🪟 🍎 🐧 🟢,Utility,Screenshot,general|linux|macos|windows,true,false,README.md,744
flat-flat-io,Flat,https://flat.io,Easy-to-use music notation app with real-time collaboration features. 🤖 🍎,Audio,Music Notation,android|ios|mobile,false,false,MOBILE.md,104
flclash-github-com,FlClash,https://github.com/chen08209/FlClash,Multi-platform proxy client based on ClashMeta. 🪟 🍎 🐧 🟢,VPN and Proxy Tools,,cli|linux|macos|windows,true,false,README.md,637
flixel-flixel-org,Flixel,https://flixel.org,"2D engine built with Haxe, suitable for platformers and action games. 🪟 🍎 🐧 🟢",Developer Tools,Game Engines,general|linux|macos|windows,true,false,README.md,298
floating-apps-play-google,Floating Apps,https://play.google.com/store/apps/details?id=com.lv.float.apps,Open multiple apps as floating windows on the screen. 🤖,Utility,Window Management,android|mobile|windows,false,false,MOBILE.md,358
flow-launcher-flowlauncher-com,Flow Launcher,https://flowlauncher.com,Quick file search and app launcher like Spotlight. 🪟 🟢,Customize,System Customization,general|windows,true,false,README.md,208
flowvision-github-com,FlowVision,https://github.com/netdcy/FlowVision,Waterfall-style image viewer. 🍎 🟢,Image Viewers,,general|macos,true,false,README.md,551
fluentedit-apps-microsoft,FluentEdit,https://apps.microsoft.com/detail/9nwl9m9jpq36?hl=en-US&gl=BD,"Simple code editor with a Fluent design, featuring split view and customizable themes. 🪟",Text Editors,,general|windows,false,false,README.md,399
fontforge-fontforge-github,FontForge,https://fontforge.github.io,Font editor for creating and modifying font files. 🪟 🍎 🐧 🟢,Graphics Tools,,general|linux|macos|windows,true,false,README.md,501
foobar2000-foobar2000-org,Foobar2000,https://foobar2000.org,Lightweight and highly customizable audio player with support for many formats. 🪟 🍎 ⭐,Audio,Audio Players,android|general|ios|macos|mobile|windows,false,true,README.md,95
format-factory-pcfreetime-com,Format Factory,http://www.pcfreetime.com/formatfactory,"Converts video, audio, and images with customizable settings. 🪟",Video,Video Converters and Compressors,general|windows,false,false,README.md,626
foxit-pdf-reader-foxit-com,Foxit PDF Reader,https://foxit.com/pdf-reader,PDF viewer with annotations. 🪟 🍎,Documents,PDF Tools,general|macos|windows,false,false,README.md,363
foxit-pdf-reader-foxit-com,Foxit PDF Reader,https://www.foxit.com/pdf-reader-mobile,Lightweight PDF viewer with editing and security tools. 🤖 🍎,Documents,PDF Tools,android|ios|mobile,false,false,MOBILE.md,227
foxmail-foxmail-com,Foxmail,https://www.foxmail.com,"Fast, user-friendly email client. 🪟 🍎",Communication,Email Clients,cli|macos|windows,false,false,README.md,178
free-commander-freecommander-com,Free Commander,https://freecommander.com/en/summary,Alternative file manager with added features. 🪟,Utility,File Management,general|windows,false,false,README.md,727
free-download-manager-freedownloadmanager-org,Free Download Manager,https://freedownloadmanager.org,Modern download accelerator. 🪟 🍎 🐧 ⭐,Download Managers,,general|linux|macos|windows,false,true,README.md,422
freecad-freecadweb-org,FreeCAD,https://freecadweb.org,Parametric 3D CAD modeler for designing real-life objects of any size. 🪟 🍎 🐧,3D Modeling and Animation,,general|linux|macos|windows,false,false,README.md,517
freefilesync-freefilesync-org,FreeFileSync,https://freefilesync.org,Tool for comparing and syncing files or folders. 🪟 🍎 🐧 🟢 ⭐,Data Management,Sync and Clone,general|linux|macos|windows,true,true,README.md,242
freeoffice-freeoffice-com,FreeOffice,https://freeoffice.com,Suite with compatibility for MS Office formats. 🪟 🍎 🐧,Documents,Office Suites,general|linux|macos|windows,false,false,README.md,340
freetube-freetubeapp-io,FreeTube,https://freetubeapp.io,Private YouTube client with no ads. 🪟 🍎 🐧,Video,,cli|linux|macos|windows,false,false,README.md,574
frescobaldi-frescobaldi-org,Frescobaldi,https://frescobaldi.org,Editor for LilyPond to create music scores quickly. 🪟 🍎 🐧,Audio,Music Notation,general|linux|macos|windows,false,false,README.md,119
furnace-github-com,Furnace,https://github.com/tildearrow/furnace,Multi-system chiptune tracker. 🪟 🍎 🐧 🟢,Audio,Music Production,general|linux|macos|windows,true,false,README.md,128
fxsound-fxsound-com,FXSound,https://fxsound.com,"Boost sound quality, volume, and bass. Has a beautiful modern UI. 🪟 🟢 ⭐",Audio,,general|windows,true,true,README.md,88
fylepad-fylepad-vercel,fylepad,https://fylepad.vercel.app,Lightweight notepad with powerful rich-text editing. 🪟 🍎 🐧 🟢,Note Taking,,general|linux|macos|windows,true,false,README.md,387
gdevelop-gdevelop-io,GDevelop,https://gdevelop.io,No-code engine for creating 2D games with a visual event system. 🪟 🍎 🐧,Developer Tools,Game Engines,android|general|linux|macos|mobile|windows,true,false,README.md,299
geany-geany-org,Geany,https://geany.org,"Lightweight editor with built-in terminal, project management, and syntax highlighting for many languages. 🪟 🍎 🐧 🟢",Text Editors,,cli|linux|macos|windows,true,false,README.md,400
genymotion-genymotion-com,Genymotion,https://genymotion.com,Android emulator with advanced features for developers and gamers. 🪟 🍎 🐧,Mobile Emulators,,android|linux|macos|mobile|windows,false,false,README.md,462
gimp-gimp-org,GIMP,https://gimp.org,Versatile image editor for tasks like photo manipulation and graphic design. 🪟 🍎 🐧 🟢 ⭐,Graphics Tools,,general|linux|macos|windows,true,true,README.md,491
glazewm-github-com,GlazeWM,https://github.com/glzr-io/glazewm,Tiling window manager inspired by i3. 🪟 🟢,Utility,Window Management,general|windows,true,false,README.md,709
godot-godotengine-org,Godot,https://godotengine.org,Game engine for 2D and 3D games with an easy-to-learn scripting language. 🪟 🍎 🐧 🟢 ⭐,Developer Tools,Game Engines,general|linux|macos|windows,true,true,README.md,291
godot-engine-godotengine-org,Godot Engine,https://godotengine.org/download,Create 2D and 3D games on the go with this open-source engine. 🤖 🟢,Developer Tools,Game Engines,android|mobile,true,false,MOBILE.md,200
gog-galaxy-gog-com,GOG Galaxy,https://gog.com/galaxy,DRM-free games and library management. 🪟 🍎,Games,,general|macos|windows,false,false,README.md,438
gom-player-gomlab-com,GOM Player,https://gomlab.com/gomplayer-media-player,Popular media player with support for most video formats and customizable features. 🪟 🍎,Video,Video Players,general|macos|windows,false,false,README.md,594
gom-player-gomlab-com,GOM Player,https://www.gomlab.com,Versatile video player with a large range of supported formats. 🤖 🍎,Video,Video Players,android|ios|mobile,false,false,MOBILE.md,314
google-keep-keep-google,Google Keep,https://keep.google.com,Simple and colorful note-taking app with reminders. 🤖 🍎,Note Taking,,android|ios|mobile,false,false,MOBILE.md,234
google-photos-photos-google,Google Photos,https://photos.google.com,Manage and sync photos with powerful search and cloud backup. 🤖 🍎,Image Viewers,,android|ios|mobile,false,false,MOBILE.md,291
google-workspace-workspace-google,Google Workspace,https://workspace.google.com,Cloud-based suite for document collaboration. 🪟 🍎 🐧,Documents,Office Suites,general|linux|macos|windows,false,false,README.md,341
gosu-libgosu-org,Gosu,https://libgosu.org,Simple 2D game development library for Ruby or C++. 🪟 🍎 🐧,Developer Tools,Game Engines,general|linux|macos|windows,false,false,README.md,300
gpu-screen-recorder-flathub-org,GPU Screen Recorder,https://flathub.org/apps/com.dec05eba.gpu_screen_recorder,Shadowplay-like screen recorder that is fast. 🐧,Video,Video Streaming and Recording,general|linux,false,false,README.md,617
greenshot-getgreenshot-org,Greenshot,https://getgreenshot.org,"Screenshot tool for Windows that allows capturing, annotating, and editing screenshots. 🪟 🟢",Utility,Screenshot,windows,true,false,README.md,745
handbrake-handbrake-fr,HandBrake,https://handbrake.fr,Video transcoder with preset profiles for device compatibility. 🪟 🍎 🐧 🟢,Video,Video Converters and Compressors,general|linux|macos|windows,true,false,README.md,627
haystack-editor-haystackeditor-com,Haystack Editor,https://haystackeditor.com,Visual editor with a canvas UI to help navigate and understand code structure. 🪟 🍎 🐧 🟢,Text Editors,,general|linux|macos|windows,true,false,README.md,402
helix-helix-editor-com,Helix,https://helix-editor.com,"Modal text editor with powerful text manipulation, multiple cursors, and a modern UI. 🪟 🍎 🐧 🟢",Text Editors,,general|linux|macos|windows,true,false,README.md,403
heroic-games-launcher-heroicgameslauncher-com,Heroic Games Launcher,https://heroicgameslauncher.com,"Launcher for Epic, GOG. 🪟 🍎 🐧 🟢",Games,,general|linux|macos|windows,true,false,README.md,439
hidden-bar-github-com,Hidden Bar,https://github.com/dwarvesf/hidden,Simple app to organize and declutter your menu bar. 🍎 🟢,Customize,System Customization,general|macos,true,false,README.md,210
hiddify-github-com,Hiddify,https://github.com/hiddify/hiddify-app,Multi-platform proxy toolchain. 🪟 🍎 🐧 🟢,VPN and Proxy Tools,,general|linux|macos|windows,true,false,README.md,638
hidevolumeosd-github-com,HideVolumeOSD,https://github.com/UnlimitedStack/HideVolumeOSD,Hides the Windows volume bar. 🪟 🟢,Customize,System Customization,windows,true,false,README.md,206
higan-higan-dev,higan,https://higan.dev,"Multi-system emulator with high accuracy, supporting consoles like SNES and GBA. 🪟 🍎 🐧",Other Emulators,,linux|macos|windows,false,false,filter/linux-only.md,368
hoppscotch-hoppscotch-io,Hoppscotch,https://hoppscotch.io,"Lightweight API development tool for designing, testing, and debugging. 🪟 🍎 🐧 🟢",Developer Tools,API Development,general|linux|macos|windows,true,false,README.md,263
http-toolkit-httptoolkit-com,HTTP Toolkit,https://httptoolkit.com,Tool for debugging and mocking HTTP requests. 🪟 🍎 🐧 🟢,Developer Tools,API Development,general|linux|macos|windows,true,false,README.md,265
httpie-httpie-io,HTTPie,https://httpie.io,Command-line and GUI tool to simplify working with APIs. 🪟 🍎 🐧 🟢,Developer Tools,API Development,general|linux|macos|windows,true,false,README.md,264
humble-app-humblebundle-com,Humble App,https://humblebundle.com/app,Launcher for Humble Bundle games. 🪟,Games,,general|windows,false,false,README.md,440
i3-i3wm-org,i3,https://i3wm.org,Keyboard-driven tiling window manager. 🐧 🟢,Utility,Window Management,general|linux,true,false,README.md,710
ichm-github-com,iChm,https://github.com/NSGod/ichm,CHM reader. 🍎 🟢,Documents,E-book,general|macos,true,false,README.md,349
icon-themer-apps-apple,Icon Themer,https://apps.apple.com/us/app/icon-themer/id1534126062,Customize app icons for a unique home screen look. 🍎,Customize,System Customization,ios|mobile,false,false,MOBILE.md,153
iconv-apps-apple,iConv,https://apps.apple.com/us/app/iconv-video-converter/id1102651966,Convert videos to different formats with simple controls. 🍎,Video,Video Converters and Compressors,ios|mobile,false,false,MOBILE.md,326
idm-play-google,IDM,https://play.google.com/store/apps/details?id=com.downloadmanager.app&hl=en,Accelerates downloads with advanced scheduling and queuing. 🤖,Download Managers,,android|mobile,false,false,MOBILE.md,253
idownloader-apps-apple,iDownloader,https://apps.apple.com/us/app/idownloader-pro/id657087236,Download manager with browser integration and video support. 🍎,Download Managers,,ios|mobile|web,false,false,MOBILE.md,255
iina-iina-io,IINA,https://iina.io,Media player that claims to perform better than VLC. 🍎 🟢,Video,Video Players,general|macos,true,false,README.md,595
imageglass-imageglass-org,ImageGlass,https://imageglass.org,"Lightweight, versatile image viewer. 🪟 🟢 ⭐",Image Viewers,,general|windows,true,true,README.md,550
inkless-github-com,Inkless,https://github.com/Axorax/inkless,"Minimal, shortcut based app to take notes and use for light coding. 🪟 🟢 ⭐",Note Taking,,general|windows,true,true,README.md,376
inklet-tenonedesign-com,inklet,https://tenonedesign.com/inklet.php,Use your Mac's trackpad as a drawing board for creative work. 🍎,Graphics Tools,,general|macos,false,false,README.md,502
inkscape-inkscape-org,Inkscape,https://inkscape.org/en,"Vector graphics editor used for creating logos, illustrations, and more. 🪟 🍎 🐧 🟢 ⭐",Graphics Tools,,general|linux|macos|windows,true,true,README.md,492
inshot-inshot-com,InShot,https://inshot.com,"Video editor with trimming, filters, and easy sharing options. 🤖 🍎",Video,Video Editors,android|ios|mobile,false,false,MOBILE.md,305
insomnia-insomnia-rest,Insomnia,https://insomnia.rest,Simple API client for REST and GraphQL development. 🪟 🍎 🐧 🟢 ⭐,Developer Tools,API Development,cli|linux|macos|windows,true,true,README.md,258
irfanview-irfanview-com,Irfanview,https://irfanview.com,Simple image viewer with some editing abilities. 🪟,Image Viewers,,general|windows,false,false,README.md,552
itch-io-itch-io,Itch.io,https://itch.io/app,Marketplace for indie games. 🪟 🍎 🐧,Games,,general|linux|macos|windows,false,false,README.md,441
jack-audio-jackaudio-org,JACK Audio,https://jackaudio.org,Audio server for routing and mixing sound between programs. 🪟 🍎 🐧,Audio,,general|linux|macos|windows,false,false,README.md,89
james-github-com,James,https://github.com/james-proxy/james,Proxy for intercepting HTTP/HTTPS requests. 🪟 🍎 🟢,Developer Tools,Network Analysis,general|macos|windows,true,false,README.md,283
jdiskreport-jgoodies-com,JDiskReport,https://www.jgoodies.com/freeware/jdiskreport,Tool for visualizing disk usage with a variety of charts and graphs. 🪟 🐧,Utility,Space Visualizer,general|linux|windows,false,false,README.md,758
jdownloader-jdownloader-org,JDownloader,https://jdownloader.org,Popular download manager. 🪟 🍎 🐧 🟢,Download Managers,,general|linux|macos|windows,true,false,README.md,425
jitsi-meet-jitsi-org,Jitsi Meet,https://jitsi.org/jitsi-meet,Video conferencing and live streaming with ease. 🪟 🍎 🐧 🟢,Video,Video Streaming and Recording,general|linux|macos|windows,true,false,README.md,610
joplin-joplinapp-org,Joplin,https://joplinapp.org,Capture your thoughts and securely access them from any device. 🪟 🍎 🐧 🟢,Note Taking,,android|general|ios|linux|macos|mobile|windows,true,false,README.md,379
jpegview-sourceforge-net,JPEGView,https://sourceforge.net/projects/jpegview,"Lean, fast and highly configurable viewer/editor for JPEG, BMP, PNG, WEBP, TGA, GIF and TIFF images. 🪟",Image Viewers,,web|windows,false,false,README.md,553
kairos-ai-github-com,KaiROS AI,https://github.com/avikeid2007/Kairos.local,Local AI assistant with GPU acceleration and model catalog. 🪟 🟢,Utility,,general|windows,true,false,README.md,677
kaltura-kaltura-com,Kaltura,https://kaltura.com,Platform for managing and streaming video content. 🪟 🍎 🐧 🟢,Video,Video Streaming and Recording,general|linux|macos|windows,true,false,README.md,612
karafun-karafun-com,Karafun,https://karafun.com,Collection of karaoke songs across multiple genres. Play your own CDG files or use downloads from YouTube. 🪟,Audio,Audio Players,general|windows,false,false,README.md,97
katalon-studio-katalon-com,Katalon Studio,https://katalon.com,"Testing automation for APIs, web, and mobile apps. 🪟 🍎 🐧",Developer Tools,API Development,linux|macos|mobile|web|windows,false,false,README.md,266
kate-kate-editor-org,Kate,https://kate-editor.org,"Editor with plugins, split-view and more by KDE. 🪟 🍎 🐧",Text Editors,,general|linux|macos|windows,false,false,README.md,412
kde-mover-sizer-corz-org,KDE Mover-Sizer,https://corz.org/windows/software/accessories/KDE-resizing-moving-for-Windows.php#section-Download,Move and resize windows like in Linux. 🪟,Utility,Window Management,linux|windows,false,false,README.md,711
kdenlive-kdenlive-org,Kdenlive,https://kdenlive.org/en,Video editor with multi-track editing and a powerful interface. 🪟 🍎 🐧 🟢,Video,Video Editors,general|linux|macos|windows,true,false,README.md,582
keepass-keepass-info,KeePass,https://keepass.info,Lightweight password manager for secure storage of passwords in encrypted databases. 🪟 🍎 🐧 🟢,Security,Password Managers,general|linux|macos|windows,true,false,README.md,536
keepassxc-keepassxc-org,KeePassXC,https://keepassxc.org,Modern community fork of KeePass with cross-platform support and enhanced features. 🪟 🍎 🐧,Security,Password Managers,general|linux|macos|windows,false,false,README.md,537
keylock-github-com,Keylock,https://github.com/Axorax/keylock,Lock your keyboard with a click. 🪟 🟢,Utility,,cli|windows,true,false,README.md,662
kindle-app-amazon-com,Kindle App,https://amazon.com/l/16571048011,Official Kindle reader app. 🪟 🍎,Documents,E-book,general|macos|windows,false,false,README.md,350
kinemaster-kinemaster-com,Kinemaster,https://www.kinemaster.com,Professional video editing app with multi-layer support and effects. 🤖 🍎,Video,Video Editors,android|ios|mobile,false,false,MOBILE.md,304
kiwi-browser-kiwibrowser-com,Kiwi Browser,https://kiwibrowser.com,Lightweight browser supporting Chrome extensions on mobile. 🤖,Browsers,,android|mobile|web,false,false,MOBILE.md,121
klib-klib-me,Klib,https://klib.me,Manage Kindle and iBooks highlights. 🍎,Documents,E-book,general|macos,false,false,README.md,351
kmplayer-kmplayer-com,KMPlayer,https://kmplayer.com,Media player supporting various video formats and streaming protocols. 🪟 🍎,Video,Video Players,general|macos|windows,false,false,README.md,596
kobo-books-kobo-com,Kobo Books,https://www.kobo.com,Read eBooks and audiobooks with an integrated store. 🤖 🍎,Documents,E-book,android|ios|mobile,false,false,MOBILE.md,219
kodi-kodi-tv,Kodi,https://kodi.tv,"Media center that allows you to play and view most videos, music, podcasts, and other digital media files. 🪟 🍎 🐧 🟢",Video,Video Players,general|linux|macos|windows,true,false,README.md,597
komorebi-github-com,Komorebi,https://github.com/cheesecakeufo/komorebi,Animated wallpaper manager. 🐧 🟢,Customize,Wallpaper Tools,general|linux,true,false,README.md,226
komorebi-github-com,Komorebi,https://github.com/LGUG2Z/komorebi,Tiling window manager for Windows. 🪟 🟢,Utility,Window Management,windows,true,false,README.md,718
koodo-reader-koodoreader-com,Koodo Reader,https://koodoreader.com/en,EBook reader supporting 15+ formats. 🪟 🍎 🐧 🟢,Documents,E-book,general|linux|macos|windows,true,false,README.md,353
koplayer-koplayerpc-com,KoPlayer,https://koplayerpc.com,Android emulator optimized for gaming and streaming. 🪟,Mobile Emulators,,android|mobile|windows,false,false,README.md,464
krita-krita-org,Krita,https://krita.org,Digital painting software designed for illustrators and concept artists. 🪟 🍎 🐧 🟢 ⭐,Graphics Tools,,general|linux|macos|windows,true,true,README.md,493
kwgt-kustom-widget-maker-kustom-rocks,KWGT Kustom Widget Maker,https://kustom.rocks,Create personalized widgets for your home screen. 🤖,Customize,System Customization,android|mobile,false,false,MOBILE.md,151
kwin-kde-org,KWin,https://kde.org/plasma-desktop,Tiling window manager with advanced features. 🐧,Utility,Window Management,linux|windows,false,false,README.md,712
lantern-getlantern-org,Lantern,https://getlantern.org,Internet freedom tool to bypass restrictions. 🪟 🍎 🐧,VPN and Proxy Tools,,general|linux|macos|windows,false,false,README.md,640
lapce-lapce-dev,Lapce,https://lapce.dev,"Fast, extensible editor with built-in support for multiple languages and advanced editing features. 🪟 🍎 🐧 🟢",Text Editors,,general|linux|macos|windows,true,false,README.md,404
lastpass-lastpass-com,LastPass,https://lastpass.com,Cloud-based password manager with secure password sharing and autofill features. 🪟 🍎 🐧,Security,Password Managers,general|linux|macos|windows,false,false,README.md,538
lastpass-lastpass-com,LastPass,https://www.lastpass.com,Store and autofill passwords securely across devices. 🤖 🍎,Security,Password Managers,android|ios|mobile,false,false,MOBILE.md,283
ldplayer-ldplayer-net,LDPlayer,https://ldplayer.net,Lightweight Android emulator for gaming on PC. 🪟,Mobile Emulators,,android|mobile|windows,false,false,README.md,463
legacy-update-legacyupdate-net,Legacy Update,https://legacyupdate.net,Installs updates to fix Windows Update access on unsupported versions. 🪟,Utility,,windows,false,false,README.md,663
libreoffice-libreoffice-org,LibreOffice,https://libreoffice.org,Popular and easy to use office suite. 🪟 🍎 🐧 🟢 ⭐,Documents,Office Suites,general|linux|macos|windows,true,true,README.md,335
librewolf-librewolf-net,LibreWolf,https://librewolf.net,Privacy-focused Firefox fork with enhanced security. 🪟 🍎 🐧 🟢,Browsers,,linux|macos|web|windows,true,false,README.md,144
lightshot-app-prntscr,Lightshot,https://app.prntscr.com/en/index.html,Fast and intuitive screenshot tool that allows capturing and editing images instantly. 🪟 🍎,Utility,Screenshot,general|macos|windows,false,false,README.md,746
lighttable-lighttable-com,LightTable,http://lighttable.com,Code editor offering real-time feedback and live execution of code in an interactive environment. 🪟 🍎 🐧 🟢,Text Editors,,general|linux|macos|windows,true,false,README.md,405
lightworks-lwks-com,Lightworks,https://lwks.com,Professional video editor with advanced features for filmmaking. 🪟 🍎 🐧,Video,Video Editors,general|linux|macos|windows,false,false,README.md,583
lilypond-lilypond-org,LilyPond,https://lilypond.org,Music notation program for creating high-quality sheet music. 🪟 🍎 🐧,Audio,Music Notation,general|linux|macos|windows,false,false,README.md,120
lima-github-com,Lima,https://github.com/lima-vm/lima,Tool for launching Linux VMs with file sharing and port forwarding. 🍎 🟢,Developer Tools,Virtualization,linux|macos,true,false,README.md,317
linux-deploy-github-com,Linux Deploy,https://github.com/meefik/linuxdeploy,Install and run Linux distributions on your mobile device. 🤖 🟢,Developer Tools,Virtualization,android|linux|mobile,true,false,MOBILE.md,206
listary-listary-com,Listary,https://www.listary.com,Free file search tool & app launcher. 🪟,Utility,File Management,general|windows,false,false,README.md,729
lithium-play-google,Lithium,https://play.google.com/store/apps/details?id=com.faultexception.reader,Lightweight and ad-free eBook reader for EPUB files. 🤖,Documents,E-book,android|mobile,false,false,MOBILE.md,220
lively-wallpaper-rocksdanister-com,Lively Wallpaper,https://rocksdanister.com/lively,Tool to set animated and interactive wallpapers. 🪟 🟢 ⭐,Customize,Wallpaper Tools,general|windows,true,true,README.md,224
livestreamer-github-com,Livestreamer,https://github.com/chrippa/livestreamer,Command-line tool to stream video from multiple platforms. 🪟 🍎 🐧 🟢,Video,Video Streaming and Recording,general|linux|macos|windows,true,false,README.md,611
livewinsize-github-com,livewinsize,https://github.com/Axorax/livewinsize,Visualize window size in pixels and other units. 🪟 🟢 ⭐,Developer Tools,,general|windows,true,true,README.md,248
lmms-lmms-io,LMMS,https://lmms.io,DAW for creating music with virtual instruments and MIDI support. 🪟 🍎 🐧 🟢 ⭐,Audio,Music Production,general|linux|macos|windows,true,true,README.md,125
locale-emulator-github-com,Locale Emulator,https://github.com/xupefei/Locale-Emulator,Simulate different system regions and languages. 🪟 🟢,Utility,,general|windows,true,false,README.md,664
localsend-localsend-org,LocalSend,https://localsend.org,Share files instantly to nearby devices. 🪟 🍎 🐧,Utility,,general|linux|macos|windows,false,false,README.md,665
logseq-github-com,Logseq,https://github.com/logseq/logseq,"Privacy-first, open-source platform for knowledge management and collaboration. 🪟 🍎 🐧 🟢",Note Taking,,general|linux|macos|windows,true,false,README.md,380
longshot-play-google,LongShot,https://play.google.com/store/apps/details?id=com.tackapp.longshot,Take long screenshots of webpages or chat conversations. 🤖,Utility,Screenshot,android|mobile|web,false,false,MOBILE.md,375
lossless-cut-losslesscut-app,lossless-cut,https://losslesscut.app,Swiss army knife of lossless video/audio editing. 🪟 🍎 🐧 🟢,Video,Video Editors,general|linux|macos|windows,true,false,README.md,587
l-ve-github-com,LÖVE,https://github.com/love2d/love,"Simple, easy-to-learn 2D game engine for Lua. 🪟 🍎 🐧 🟢",Developer Tools,Game Engines,general|linux|macos|windows,true,false,README.md,301
